category,title,subtitle,single_price,image_urls,details,directions
 Snacks,Utz Jumbo Snack Pack,40.75 oz • $0.49/oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_c1ce6079-dc5e-48c9-9519-52dea0519e04.png, http://95.217.130.223:9000/instacart-product-images/large_002589fa-c028-4cd8-addf-80763d6db581.png, http://95.217.130.223:9000/instacart-product-images/large_d5dbc0ed-67de-4dd0-836a-f7f2621f5ce0.png","Stock up on all of the good stuff with the Utz Jumbo Variety Box! This 42-count box of travel snacks contains: , • 10 - 1 oz. Original Chips, • 5 - 1 oz. Ripple Chips, • 5 - 1 oz. BBQ Chips, • 5 - 1 oz. Sour Cream & Onion Chips, • 6 - 1 oz. Cheese Curls, • 6 - 1 oz. Party Mix, • 5 - .75 oz. White Cheddar Popcorn, These individual snacks are packaged for your ultimate convenience. The Utz Variety Pack is the ideal portable snack and is great for stocking up a vending machine, the office kitchen or your home pantry. It is perfect for school or lunch boxes, or to keep handy for whenever the cravings strike. Trust us, a sandwich just isn’t the same without a crunchy snack on the side! No matter what variety of Utz snacks is your favorite, you can be sure you’re getting a great, satisfying crunch. We have expertly refined our cooking process to give you the best snacks foods possible and with the Utz Variety Pack, there is a flavor that everyone is sure to love. ,  , • VARIETY PACK – The Utz Snack Variety Box contains 10 - 1  oz. Original Chips, 5 - 1 oz. Ripple Chips, 5 - 1 oz. BBQ  Chips, 5 - 1 oz. Sour Cream & Onion Chips, 6 - 1 oz. Cheese  Curls, 6 - 1 oz. Party Mix, 5 - .75 oz. White Cheddar Popcorn.,  , • INDIVIDUALLY PACKAGED – These individual snacks are  packaged for your ultimate convenience. They are ideal for  filling the office breakroom or your home pantry. Plus, they  are packed for resale so they’re great vending machine  snacks.,  , • TRAVEL SNACKS – This pack of portable snacks is perfect  for school or lunch boxes, to bring with you on the go, or to  keep handy for whenever the cravings strike. Trust us, a  sandwich just isn’t the same without a crunchy snack on the  side!,  , • GREAT CRUNCH – No matter what variety of Utz snacks are  your favorite, you can be sure you’re getting a great,  satisfying crunch. We have expertly refined our cooking  process to give you the best snacks foods possible.,  , • WE ARE UTZ – Since 1921, Utz has been making and selling  quality pretzels and other delicious snacks in Hanover, PA,  the snack capital of the world! We’re a family-managed  business providing snacks that are crunchier, lighter, fresher  and simply better.",-
 Snacks,Sabor Nuestro CHURRO CIN SUG,2 oz • 50 x 2 oz,$35.99 ,http://95.217.130.223:9000/instacart-product-images/large_3b336ff1-dcb4-42dc-aecf-6f64d1aeb1d1.png,-,-
 Snacks,Hershey's Milk Chocolate Bar,1.55 oz • 36 x 1.55 oz,$45.99 ,http://95.217.130.223:9000/instacart-product-images/large_21b67ea9-c115-49b0-8fc7-0451abafc885.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,"Keep in a cool, dry place. This product should not be exposed to dampness, heat or placed near drugs, oils, tobacco, or anything from which the product could absorb odors. Store and display in a clean, sanitary, pest-free environment separated from goods which may harbor pests, such as pet food and bird seed. Do not sell any of our goods which do not satisfy these conditions. Please notify us with complete information of such circumstances., 1. Punch hole create opening. 2. Pull lid forward. 3. Tear at perforation. 4. Ready to display."
 Snacks,Frito Lay Flamin' Hot Mix Variety 52.5 Oz 30 Count,30 each • $0.67 each,$19.99 ,http://95.217.130.223:9000/instacart-product-images/large_ae314819-e8dd-4ab3-88dc-7e51b9de691f.jpg,Please note this product is for 1 unit. Please see promotion to purchase case price.,Ready to Eat
 Snacks,"Frito Lay Snack Mix, Variety Mix",1 each • 30 ct,$19.99 ,http://95.217.130.223:9000/instacart-product-images/large_cab82ea6-b877-499f-b24f-af69605dcb53.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,"Tear-away top., Guarantee fresh until printed date or this snack is on us."
 Snacks,"Frito Lay Doritos Cheetos Mix, Bigger Bags",1 each,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_80958041-999a-4fe4-afdc-4464a17366c3.png, http://95.217.130.223:9000/instacart-product-images/large_bc04ee84-0aa6-4f03-9965-cbf03f734472.png, http://95.217.130.223:9000/instacart-product-images/large_87e83f62-39dc-40ec-9fca-a8b35a977e17.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,Tear-away top.
 Snacks,"Frito Lay Snacks Premiere Mix Variety 47 Oz, 30 Count",1 each,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_e5954f94-68d0-4cff-9185-b301d405e6ec.png, http://95.217.130.223:9000/instacart-product-images/large_e677a297-afa8-419f-b44f-4362e3556779.png, http://95.217.130.223:9000/instacart-product-images/large_3960653b-e7bd-48e5-87a1-154e727fb852.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Tear-away top. Easy to store. Easy to grab & go., Guarantee fresh until printed date or this snack is on us."
 Snacks,"Frito Lay Snacks Premiere Mix Variety 47 Oz, 30 Count",1 each,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_e5954f94-68d0-4cff-9185-b301d405e6ec.png, http://95.217.130.223:9000/instacart-product-images/large_e677a297-afa8-419f-b44f-4362e3556779.png, http://95.217.130.223:9000/instacart-product-images/large_3960653b-e7bd-48e5-87a1-154e727fb852.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Tear-away top. Easy to store. Easy to grab & go., Guarantee fresh until printed date or this snack is on us."
 Snacks,"Frito Lay Snacks Premiere Mix Variety 47 Oz, 30 Count",1 each,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_e5954f94-68d0-4cff-9185-b301d405e6ec.png, http://95.217.130.223:9000/instacart-product-images/large_e677a297-afa8-419f-b44f-4362e3556779.png, http://95.217.130.223:9000/instacart-product-images/large_3960653b-e7bd-48e5-87a1-154e727fb852.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Tear-away top. Easy to store. Easy to grab & go., Guarantee fresh until printed date or this snack is on us."
 Snacks,Cheetos Cheese Flavored Snacks,50 oz • $0.48/oz,$23.99 ,"http://95.217.130.223:9000/instacart-product-images/large_bc477877-d170-4918-8860-92521f3bdde6.png, http://95.217.130.223:9000/instacart-product-images/large_2d1fdfe2-c2d4-4b59-bca0-44a88cad148b.png, http://95.217.130.223:9000/instacart-product-images/large_09df43b3-ede9-4e37-bbf4-ca38353bd59f.png","CHEETOS snacks are the much-loved cheesy treats that are fun for everyone! You just can’t eat a CHEETOS snack without licking the signature “cheetle” off your fingertips. And wherever the CHEETOS brand and CHESTER CHEETAH go, cheesy smiles are sure to follow. ,  , • Regular,  , • 50 Ounce",See nutritional information on bottom.
 Snacks,Sabor Nuestro SAB NU PLNTAN STRP 12Z,12 oz • $0.50/oz,$5.99 ,http://95.217.130.223:9000/instacart-product-images/large_4a03b624-844f-42bf-9c3e-6015badca968.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,Ocean Spray Sweetened Dried Cranberries,48 oz • $0.23/oz,$10.99 ,http://95.217.130.223:9000/instacart-product-images/large_285da951-747c-4eb8-9105-f0e6d5924455.jpg,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,Hostess Orange Flavored Cupcakes Single Serve,3.38 oz • 2 x 3.38 oz,$11.99 ,http://95.217.130.223:9000/instacart-product-images/large_6ebbeafa-9324-49ff-98e7-26337580677d.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,Ambient Temperature
 Snacks,7Days Soft Croissant with vanilla filling artificially flavored,6 each • $1.33 each,$7.99 ,http://95.217.130.223:9000/instacart-product-images/large_f2fcf700-7cdc-4c52-a8b8-101a6f92fb78.jpg,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,"Pringles Potato Crisps Chips, Lunch Snacks",48 ct • $0.54 each,$25.99 ,"http://95.217.130.223:9000/instacart-product-images/large_49768ac5-9953-4fc9-bf6a-86b90a1a9f90.jpg, http://95.217.130.223:9000/instacart-product-images/large_979d8839-2f61-469e-9e4a-6f332ad7c2bf.jpg, http://95.217.130.223:9000/instacart-product-images/large_ca97c666-bd9f-454e-96a5-480819cdaf8a.jpg",", Discover the crisp, crunchy, hit-the-spot taste of potato in your choice of three delicious flavors. This variety pack includes single-serve cups of Original, Cheddar Cheese, and Sour Cream and Onion flavors. Insanely light, crispy and never greasy, they’re bursting with salty, savory flavor. These conveniently sized small cups make it easy to grab n’ go. Create snacking moments wherever and whenever; Grab a cup as a pick-me-up for after school or pack into school lunch boxes. Bring these portable snacks to game time and pack a few for other Pringles fans. Stash this anytime snack in your pantry or work desk to enjoy anytime. Share the variety pack at your next cookout or BBQ to turn up the flavor and fun among family and friends. Get your hands on Pringles potato crisps for enticing flavor options that keep you coming back, stack after stack.​, • Grab n’ go sized variety pack of three delicious Pringles flavors; Cheddar Cheese, Original, and Sour Cream and Onion​​, • Crank up snacking moments with three flavors of stackable potato crisps chips, seasoned with craveable flavors from edge to edge​​, • Always tasty, never greasy snacks; Contains milk and wheat ingredients​, • Single-portion cups pack perfectly into school lunch boxes, backpacks, or tote bags; Easy and portable anytime snack​, • Includes one, 33.8oz box containing 12 Sour Cream and Onion, 24 Original, and 12 Cheddar Cheese Pringles potato crisps; Packaged for freshness​​",Ready to Eat
 Snacks,Hostess Powdered Mini Donuts,30 oz • $0.67/oz,$19.99 ,http://95.217.130.223:9000/instacart-product-images/large_0eca84a7-ad0e-4824-8ce0-efd3125dc62a.png,Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,Hostess Coffee Cakes Single Serve,2.89 oz • 2 x 2.89 oz,$14.99 ,http://95.217.130.223:9000/instacart-product-images/large_fbf53bd5-5e42-4223-bcef-c8a2049509c4.jpg,Please note this product is for 1 unit. Please see promotion to purchase case price.,Ambient Temperature
 Snacks,TWIX Caramel Cookie Chocolate Candy Bars Bulk Pack,1.79 oz • 36 x 1.79 oz,$44.99 ,"http://95.217.130.223:9000/instacart-product-images/large_929012b1-6c66-4425-828f-fba580a468bb.jpg, http://95.217.130.223:9000/instacart-product-images/large_60d8f4fc-4abb-4d58-9e32-4f8e7f52315b.jpg, http://95.217.130.223:9000/instacart-product-images/large_167b5c03-4d12-4ee4-9b37-8a9351f6123c.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,KIND Nuts & Spices Dark Chocolate Nuts & Sea Salt Bar,1.4 oz • 12 x 1.4 oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_f0badadd-a70d-4255-b085-ffcaa3e35dc7.png, http://95.217.130.223:9000/instacart-product-images/large_be6a57b2-d7eb-4747-8356-16ad8c170c40.png, http://95.217.130.223:9000/instacart-product-images/large_906615cb-7311-4317-97e6-4bfb40e19c85.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Store in a cool, dry place."
 Snacks,CLIF BAR Chocolate Chip Energy Bars,2.4 oz • 12 x 2.4 oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_ca43a9a1-1cbb-4f42-96c6-695f0862c3bf.jpg, http://95.217.130.223:9000/instacart-product-images/large_ed890929-94b8-4180-9f0f-f0bbb0164468.jpg, http://95.217.130.223:9000/instacart-product-images/large_f882ad41-958f-4f24-9eb1-53d9b7fda9a2.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,-
 Snacks,"Frito Lay Bold Mix, Variety Packs",50 each • $0.48 each,$23.99 ,"http://95.217.130.223:9000/instacart-product-images/large_07d8e5d7-caa7-4e93-8b00-7f3116eb6c9e.png, http://95.217.130.223:9000/instacart-product-images/large_ab24d276-332c-41ef-a215-927cad89c094.png, http://95.217.130.223:9000/instacart-product-images/large_774c8d86-7350-4991-b225-ec43d0cc51c8.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,Guaranteed fresh until printed date or this snack is on us.
 Snacks,"Frito Lay Classic Mix, Variety Pack",1 oz • 50 x 1 oz,$23.99 ,"http://95.217.130.223:9000/instacart-product-images/large_bdd5c921-439c-41ca-996a-bf2f5f3967d8.png, http://95.217.130.223:9000/instacart-product-images/large_1c0c3a2b-c7d3-4a6a-8d94-6bf7ffd98080.png, http://95.217.130.223:9000/instacart-product-images/large_0fc6b981-c034-4d92-b1fe-e9fa660eaa41.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,Guarantee fresh until printed date or this snack is on us.
 Snacks,"Frito Lay Classic Mix, Variety Pack",1 oz • 50 x 1 oz,$23.99 ,"http://95.217.130.223:9000/instacart-product-images/large_bdd5c921-439c-41ca-996a-bf2f5f3967d8.png, http://95.217.130.223:9000/instacart-product-images/large_1c0c3a2b-c7d3-4a6a-8d94-6bf7ffd98080.png, http://95.217.130.223:9000/instacart-product-images/large_0fc6b981-c034-4d92-b1fe-e9fa660eaa41.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,Guarantee fresh until printed date or this snack is on us.
 Snacks,KIND Almond & Coconut Bars,1.4 oz • 12 x 1.4 oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_58111179-af01-48a7-95b3-729895d30e68.png, http://95.217.130.223:9000/instacart-product-images/large_36fa0803-2648-4608-bacf-4d304b0529b4.png, http://95.217.130.223:9000/instacart-product-images/large_00f421c0-1fb1-48d2-9394-5b324f99f8d6.png",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Store in a cool, dry place."
 Snacks,KIND Cranberry Almond Plus Antioxidants Fruit & Nut Bars,1.4 oz • 12 x 1.4 oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_3775273d-a977-4a26-b1ba-49c4e62ff8db.jpg, http://95.217.130.223:9000/instacart-product-images/large_6e864a77-a9c8-4bcb-a8ec-441fd5152f8f.jpg, http://95.217.130.223:9000/instacart-product-images/large_f011513f-8d44-4a40-a271-c0975e8ca7f6.jpg",Please note this product is for 1 unit. Please see promotion to purchase case price.,"Store in a cool, dry place."
 Snacks,Takis Assorted Rolled Tortilla Chips Variety Pack,46 ct • $0.43 each,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_9f8ec477-22e8-401d-9a18-2e7253f5e24b.jpg, http://95.217.130.223:9000/instacart-product-images/large_d241e044-e008-4def-9808-5fbd77a594b0.jpg, http://95.217.130.223:9000/instacart-product-images/large_0de00867-1f48-425c-a17b-ca2484ac5dfd.jpg",Takis. Face the Intensity.,-
 Snacks,Takis Fuego Rolled Tortilla Chips Multipack,1 oz • 46 x 1 oz,$19.99 ,"http://95.217.130.223:9000/instacart-product-images/large_0db963df-41a9-444c-b469-aaf2e5c15cba.jpg, http://95.217.130.223:9000/instacart-product-images/large_c69f0ab2-fbf0-4b1f-9e97-68f709e8854e.jpg, http://95.217.130.223:9000/instacart-product-images/large_e4c50ff7-c7e6-4916-b9b5-8ce8cc549f8a.jpg",Takis. Face the Intensity.,-
